tweet_id,author_id,date,media_id
675824390915887104,1372862233,2015-12-12,3_675457632191324160
675824363300478977,1187031432,2015-12-12,3_675750562487472128
675824235449683968,2163966498,2015-12-12,3_675770699550695424
675824231293296640,2854631639,2015-12-12,3_675770699550695424
675824206848909313,462977319,2015-12-12,3_675770699550695424
675824160896098304,709780635,2015-12-12,3_675813573877198849
675824160204017665,3083637130,2015-12-12,3_675655200556892160
675824137189879808,969709069,2015-12-12,3_675744617770442752
675824122920763392,3107182568,2015-12-12,3_675747571751632896
675824084035440640,274492113,2015-12-12,3_675748710089940992
675824050640281600,702903414,2015-12-12,3_675723699862036481
675824048832536576,4430249352,2015-12-12,3_675659527719673856
675824047775612928,952858410,2015-12-12,3_675747571751632896
675824037344350208,121796667,2015-12-12,3_675783780003631104
675824032529387520,258627166,2015-12-12,3_675806759966121984
675824029169795073,1527126554,2015-12-12,3_675770699550695424
675824026242179076,360678565,2015-12-12,3_675809229681401856
675823985066684417,547230118,2015-12-12,3_675770699550695424
675823974580887552,29429780,2015-12-12,3_675813076227215360
675823961536659457,319535377,2015-12-12,3_675770699550695424
675823957694517248,121156279,2015-12-12,3_675823956318752768
675823951696764928,2962179087,2015-12-12,3_675694776725975040
675823942888775681,289818692,2015-12-12,3_675724589608083456
675823898223620096,62259828,2015-12-12,3_675681095606771712
675823895497281536,22107914,2015-12-12,3_675655200556892160
675823860072259584,969709069,2015-12-12,3_675745380982726657
675823843680849920,2822296520,2015-12-12,3_675753438765056000
675823838500884480,380830333,2015-12-12,3_675745054472970240
675823822789074945,82472632,2015-12-12,3_675756444780797956
675823822789074945,82472632,2015-12-12,3_675756447775330304
675823793877708800,2539642827,2015-12-12,3_675754253672124420
675823789654036480,43498945,2015-12-12,3_675753438765056000
675823783681347586,136774631,2015-12-12,3_675821345360474112
675823780602748928,53738810,2015-12-12,3_675775268418674688
675823772830597124,3252195282,2015-12-12,3_675770699550695424
675823752660328448,2858436910,2015-12-12,3_675823752148553729
675823736159936512,1914971106,2015-12-12,3_675753438765056000
675823729776140293,17410863,2015-12-12,3_675823729318887424
675823725242015744,42561847,2015-12-12,3_675818493669838848
675823699858202625,90738770,2015-12-12,3_675770699550695424
675823688181264389,3352088847,2015-12-12,3_675749360236421120
675823640387174400,846108882,2015-12-12,3_675747571751632896
675823630006161408,62814051,2015-12-12,3_675801154215936002
675823620573274112,49678509,2015-12-12,3_675816448443473920
675823619696652290,2673334859,2015-12-12,3_672093011430531073
675823601086427136,46591474,2015-12-12,3_675780561835712513
675823597739515904,157740174,2015-12-12,3_675773490641903618
675823576629383168,306553423,2015-12-12,3_675574806713139201
675823557792935936,3816647542,2015-12-12,3_675770699550695424
675823530521571329,136270234,2015-12-12,3_675706024645513219
675823520509636609,490251671,2015-12-12,3_675744729716400128
675823488154927104,403981601,2015-12-12,3_675745192817917952
675823480672153600,2992977704,2015-12-12,3_675744180447105024
675823452914364416,50343317,2015-12-12,3_675744826000859136
675823451152740352,3041442129,2015-12-12,3_675638864170639360
675823415882727428,264265349,2015-12-12,3_675800800959053824
675823413575815169,770338039,2015-12-12,3_675751000737759232
675823412070113280,3063554796,2015-12-12,3_675753438765056000
675823404310769664,2434191967,2015-12-12,3_675770699550695424
675823388812685312,600435651,2015-12-12,3_675724928163954688
675823378100584449,101616453,2015-12-12,3_675775268418674688
675823376192139264,19900932,2015-12-12,3_675821345360474112
675823325881368576,778810236,2015-12-12,3_675577118013726720
675823321141936128,1559993359,2015-12-12,3_675770699550695424
675823302087065600,1404087277,2015-12-12,3_675770699550695424
675823273867878400,2962179087,2015-12-12,3_675598385227919360
675823268339798017,2338211167,2015-12-12,3_675821356391514112
675823268339798017,2338211167,2015-12-12,3_675821356441845760
675823262207770629,400599338,2015-12-12,3_675818493669838848
675823261687668736,390127275,2015-12-12,3_675699062121832448
675823250316918784,519498079,2015-12-12,3_675753438765056000
675823229748060160,14340164,2015-12-12,3_675773490641903618
675823229269876736,583543380,2015-12-12,3_675819326260117504
675823224798752768,300505490,2015-12-12,3_675775490939031552
675823201138544640,1680050581,2015-12-12,3_675770699550695424
675823193446313984,4169928502,2015-12-12,3_675818493669838848
675823190745157632,199103041,2015-12-12,3_675783780003631104
675823186727075841,368308528,2015-12-12,3_675773490641903618
675823173691117568,242867688,2015-12-12,3_675800800959053824
675823141642371072,20422158,2015-12-12,3_675748710089940992
675823025250418689,614058029,2015-12-12,3_675655200556892160
675823022456999936,260082730,2015-12-12,3_675724589608083456
675822989536006145,2161816561,2015-12-12,3_675607227789656064
675822961576779776,360678565,2015-12-12,3_675817477776023553
675822925329645568,3226249761,2015-12-12,3_675811985703981056
675822910527811584,2949206737,2015-12-12,3_675770699550695424
675822877967572992,57297909,2015-12-12,3_675818493669838848
675822860900810753,141184440,2015-12-12,3_675818493669838848
675822847625940992,1868248249,2015-12-12,3_675744351683805188
675822837958070272,1230591655,2015-12-12,3_675770699550695424
675822837517713408,38422859,2015-12-12,3_675808179792584704
675822811449962496,702903414,2015-12-12,3_675804934168698881
675822798749724672,28824136,2015-12-12,3_675770699550695424
675822796895887360,236506960,2015-12-12,3_675756444780797956
675822796895887360,236506960,2015-12-12,3_675756447775330304
675822770568187904,1230591655,2015-12-12,3_675745682129555460
675822767237918720,255977575,2015-12-12,3_675821345360474112
675822761365909504,139761353,2015-12-12,3_675794684862726148
675822745687613440,1978329806,2015-12-12,3_675765002847023104
675822722358710272,3038125552,2015-12-12,3_675724589608083456
675822714381176832,499446913,2015-12-12,3_675745682129555460
675822710476304385,143367064,2015-12-12,3_675783780003631104
675822703073472512,16543550,2015-12-12,3_675770699550695424
675822699768320000,14235246,2015-12-12,3_675770699550695424
675822674267004928,3250870173,2015-12-12,3_675750834874032128
675822666952101888,244193375,2015-12-12,3_675753438765056000
675822636228825088,348234103,2015-12-12,3_675744826000859136
675822634777620481,145598636,2015-12-12,3_675770699550695424
675822619728318464,4368370939,2015-12-12,3_675723699862036481
675822595745390592,1390459284,2015-12-12,3_675759175247527936
675822581463683072,2791921715,2015-12-12,3_675457632191324160
675822578582216704,43851727,2015-12-12,3_675770699550695424
675822536773406720,70211907,2015-12-12,3_675818493669838848
675822531404808192,2825162667,2015-12-12,3_675745557932064768
675822531291541504,2417258504,2015-12-12,3_675818493669838848
675822531035553792,771215719,2015-12-12,3_675818493669838848
675822508109529088,27768300,2015-12-12,3_675744826000859136
675822495304450048,14235246,2015-12-12,3_675598385227919360
675822488690024448,3294744137,2015-12-12,3_675753438765056000
675822487058448384,266128113,2015-12-12,3_675783780003631104
675822484248264704,100622372,2015-12-12,3_675770699550695424
675822481425367042,1101921,2015-12-12,3_675770699550695424
675822466388873217,1467987451,2015-12-12,3_675748710089940992
675822423896403969,16935593,2015-12-12,3_675769675989581824
675822423896403969,16935593,2015-12-12,3_675769676190908416
675822414740250624,95238467,2015-12-12,3_675765002847023104
675822405013516288,1330919106,2015-12-12,3_675770699550695424
675822358058287104,19401331,2015-12-12,3_675785852321193985
675822343260794880,622507282,2015-12-12,3_675783780003631104
675822341612531713,14907468,2015-12-12,3_675770699550695424
675822328840855553,3345954131,2015-12-12,3_675783780003631104
675822290349727745,350048575,2015-12-12,3_675744729716400128
675822273031364608,173742158,2015-12-12,3_675783780003631104
675822249505628160,146445088,2015-12-12,3_675804934168698881
675822242568253441,1239121442,2015-12-12,3_675818493669838848
675822224989929472,146445088,2015-12-12,3_675818493669838848
675822219692548097,207829905,2015-12-12,3_675775268418674688
675822193641680896,111192409,2015-12-12,3_675747571751632896
675822193268404225,67397583,2015-12-12,3_675785367631634432
675822176407306241,386105139,2015-12-12,3_675748710089940992
675822172800090112,379894495,2015-12-12,3_675783780003631104
675822164713578497,3332030369,2015-12-12,3_675745682129555460
675822138838896641,3341034388,2015-12-12,3_675753438765056000
675822102616780801,160063743,2015-12-12,3_675770699550695424
675822094706339840,3340902919,2015-12-12,3_675756444780797956
675822094706339840,3340902919,2015-12-12,3_675756447775330304
675822078801514496,516863178,2015-12-12,3_675736141744594944
675822061567258625,80059140,2015-12-12,3_675744611286020096
675822051081474052,85344339,2015-12-12,3_675745682129555460
675822046044168194,3084965890,2015-12-12,3_675812640342585344
675822037164802052,15332989,2015-12-12,3_675802693047332864
675822030617518080,599888121,2015-12-12,3_675818493669838848
675822011453726720,364156160,2015-12-12,3_675744278866456578
675821999273336833,19401331,2015-12-12,3_675778544581128195
675821965211541505,2860692563,2015-12-12,3_675422286330126336
675821953861709824,16543550,2015-12-12,3_675745682129555460
675821929710907392,2864631155,2015-12-12,3_675804934168698881
675821913697054722,15088481,2015-12-12,3_675821912749154305
675821904624803840,131920751,2015-12-12,3_675818493669838848
675821898446540800,197404857,2015-12-12,3_675720438455132161
675821860664295424,2466014634,2015-12-12,3_675818493669838848
675821835582316544,120470709,2015-12-12,3_675744611286020096
675821816074514433,2374469136,2015-12-12,3_675821289643331585
675821815852359680,79615694,2015-12-12,3_674964599209201664
675821806633271296,4169928502,2015-12-12,3_675818493669838848
675821805823590400,36031754,2015-12-12,3_675770699550695424
675821799783817216,271507036,2015-12-12,3_675747906180284420
675821794499166208,118050459,2015-12-12,3_675770699550695424
675821788425768960,296769278,2015-12-12,3_675753438765056000
675821783107284992,166698926,2015-12-12,3_675773490641903618
675821783015030784,432064754,2015-12-12,3_675770699550695424
675821773561180160,365123359,2015-12-12,3_675724589608083456
675821757660577793,2557163706,2015-12-12,3_675783780003631104
675821749322293248,18494161,2015-12-12,3_675821748273725441
675821743316054017,2512040634,2015-12-12,3_675821345360474112
675821730712174593,2204029472,2015-12-12,3_675787432915152898
675821715327324160,1397048119,2015-12-12,3_675818493669838848
675821707110825985,2300294439,2015-12-12,3_675806759966121984
675821660365299713,2566824948,2015-12-12,3_675821345360474112
675821650416295937,24663251,2015-12-12,3_675770699550695424
675821629969211392,1514367242,2015-12-12,3_675775268418674688
675821620322295808,2461461990,2015-12-12,3_675753438765056000
675821600223191042,231041611,2015-12-12,3_675755392270471168
675821585052356608,606355477,2015-12-12,3_675764751432032256
675821584494419968,2167416002,2015-12-12,3_675818493669838848
675821576957349888,198549956,2015-12-12,3_675787432915152898
675821549702615040,1414462891,2015-12-12,3_675806122004103171
675821515246407680,1497388584,2015-12-12,3_675804934168698881
675821511794528256,115552801,2015-12-12,3_675636907993374720
675821475572531200,269858714,2015-12-12,3_675821474205184000
675821399072747520,1558479776,2015-12-12,3_675745883649146880
675821381943238657,74508903,2015-12-12,3_675821356391514112
675821381943238657,74508903,2015-12-12,3_675821356441845760
675821380366020608,22393125,2015-12-12,3_675818493669838848
675821367732867073,18399014,2015-12-12,3_675819326260117504
675821367217012736,881933605,2015-12-12,3_675783780003631104
675821361189654528,17918271,2015-12-12,3_675677721272299520
675821355640578048,61301735,2015-12-12,3_675818493669838848
675821347461795840,4070727077,2015-12-12,3_675629645123985408
675821345788284928,440413534,2015-12-12,3_675821345360474112
675821335893909504,563573148,2015-12-12,3_675655200556892160
675821333620645888,83919643,2015-12-12,3_675754253672124420
675821307381043200,87022377,2015-12-12,3_675641278856634368
675821298791116800,2208889500,2015-12-12,3_675818493669838848
675821285717491713,3131592839,2015-12-12,3_675663403696959489
675821272140488704,1248883514,2015-12-12,3_675786479281532928
675821270475268096,3360599895,2015-12-12,3_675804934168698881
675821268705251328,547216864,2015-12-12,3_675748710089940992
675821261323276288,985960088,2015-12-12,3_675770699550695424
675821255589765122,120129480,2015-12-12,3_675821254054645760
675821252112592896,3784432032,2015-12-12,3_675750562487472128
675821244516823040,2396858293,2015-12-12,3_675748710089940992
675821221246844932,124836934,2015-12-12,3_675775268418674688
675821169724039168,598956290,2015-12-12,3_675750597509844992
675821153202606082,114680171,2015-12-12,3_675747571751632896
675821142465228800,1671813086,2015-12-12,3_675821142242930688
675821141156569088,4070727077,2015-12-12,3_675764751432032256
675821127659331584,48909813,2015-12-12,3_675710621099388929
675821100169760768,4513037418,2015-12-12,3_675655200556892160
675821090736852992,23612358,2015-12-12,3_675598385227919360
675821085376540672,240447091,2015-12-12,3_675783780003631104
675821031878230016,41825288,2015-12-12,3_675744180447105024
675821031014182912,155840121,2015-12-12,3_675770699550695424
675820988605538305,344621954,2015-12-12,3_675775268418674688
675820987133337600,2911684443,2015-12-12,3_675818493669838848
675820929822277632,395810455,2015-12-12,3_675745682129555460
675820929113542657,466963666,2015-12-12,3_675745682129555460
675820927049973760,618353,2015-12-12,3_675756417429688324
675820925749764100,483989650,2015-12-12,3_675748710089940992
675820896666443776,49630196,2015-12-12,3_675642512753717248
675820889544392704,1433456161,2015-12-12,3_660368605717118976
675820885144502272,43533997,2015-12-12,3_675770699550695424
675820884351959040,2431369694,2015-12-12,3_675818493669838848
675820873308315649,3150225742,2015-12-12,3_675607227789656064
675820824503443456,13864582,2015-12-12,3_675815160175534082
675820814583877633,1090019785,2015-12-12,3_675809992805584896
675820777367838722,3169535703,2015-12-12,3_675748710089940992
675820747957411845,108711275,2015-12-12,3_675758115942498304
675820740994867200,2353551360,2015-12-12,3_675750562487472128
675820740088872960,1446656370,2015-12-12,3_675748710089940992
675820727883292672,2344022562,2015-12-12,3_675820727732273152
675820727883292672,2344022562,2015-12-12,3_675819326260117504
675820718647435264,3052189796,2015-12-12,3_675770699550695424
675820702075891712,1108778335,2015-12-12,3_675745380982726657
675820693003505669,2389748504,2015-12-12,3_675755167640350720
675820679766417410,3631730303,2015-12-12,3_675681095606771712
675820655883997184,356935210,2015-12-12,3_675744611286020096
675820640847425536,510592186,2015-12-12,3_675818493669838848
675820622786654208,556331089,2015-12-12,3_675681043282702337
675820622786654208,556331089,2015-12-12,3_675681427741007875
675820616855904256,33175847,2015-12-12,3_675758115942498304
675820608639209472,17111029,2015-12-12,3_675770699550695424
675820551412187136,2742695654,2015-12-12,3_675756444780797956
675820551412187136,2742695654,2015-12-12,3_675756447775330304
675820514762498048,730523036,2015-12-12,3_675691635754336261
675820514540146689,1380667435,2015-12-12,3_675772876247670785
675820489240158208,4210403806,2015-12-12,3_675818493669838848
675820488648691712,2636942542,2015-12-12,3_675770699550695424
675820482688630787,3131592839,2015-12-12,3_675657842188267520
675820468084064256,326788269,2015-12-12,3_675745682129555460
675820459426840576,302142811,2015-12-12,3_675724589608083456
675820425599913984,191463695,2015-12-12,3_675758905490874370
675820405668622337,3347371161,2015-12-12,3_675744611286020096
675820397825232900,515307561,2015-12-12,3_675681538550472704
675820371212263424,2679973490,2015-12-12,3_675813573877198849
675820347325874176,3631730303,2015-12-12,3_675690739813216256
675820329072091136,4118034976,2015-12-12,3_675777917654310912
675820315071545344,3252627721,2015-12-12,3_675758115942498304
675820276559577088,2984614877,2015-12-12,3_675819326260117504
675820255269138432,3252627721,2015-12-12,3_675744826000859136
675820252685598720,21150492,2015-12-12,3_675820252135985152
675820252555378688,184587814,2015-12-12,3_675750562487472128
675820250873667584,3131592839,2015-12-12,3_675745192817917952
675820239012106240,232579939,2015-12-12,3_675744264568086528
675820225217081344,189663569,2015-12-12,3_675818493669838848
675820219831480322,849264877,2015-12-12,3_675787432915152898
675820216702607360,4162072691,2015-12-12,3_675818493669838848
675820204505608192,84935846,2015-12-12,3_675748710089940992
675820200525103104,2898075617,2015-12-12,3_672093011430531073
675820194745421824,532135396,2015-12-12,3_675772955473874944
675820183332642816,3905070324,2015-12-12,3_675745682129555460
675820147827982336,472393520,2015-12-12,3_675747571751632896
675820142199197696,412437296,2015-12-12,3_675690739813216256
675820140890447872,3903586340,2015-12-12,3_675804934168698881
675820135064686592,339754094,2015-12-12,3_675820134804639745
675820133236023296,17410863,2015-12-12,3_675820132631842816
675820114869166080,314518562,2015-12-12,3_675769907397722112
675820040420126720,1433456161,2015-12-12,3_664391745384370176
675819987160952833,16544818,2015-12-12,3_675819986640859136
675819981976772608,3246424725,2015-12-12,3_675811985703981056
675819948267200512,4016448381,2015-12-12,3_675748710089940992
675819912447815680,2707196261,2015-12-12,3_675747880041381888
675819905845997568,4016448381,2015-12-12,3_675785852321193985
675819885633646593,2847980704,2015-12-12,3_675758115942498304
675819877542809600,543234874,2015-12-12,3_675811516411682817
675819870261481472,41758160,2015-12-12,3_675748710089940992
675819869758205952,2355264493,2015-12-12,3_675748710089940992
675819869607215104,14132290,2015-12-12,3_675818493669838848
675819839039107072,169634370,2015-12-12,3_675748710089940992
675819829467697152,598896502,2015-12-12,3_675804934168698881
675819822379347973,1887582926,2015-12-12,3_675748710089940992
675819816247304192,987434700,2015-12-12,3_675748117740953601
675819804113129472,1656690139,2015-12-12,3_675748710089940992
675819793916764160,47406657,2015-12-12,3_675756444780797956
675819793916764160,47406657,2015-12-12,3_675756447775330304
675819788195766272,1887486780,2015-12-12,3_675748710089940992
675819770827153408,1887590629,2015-12-12,3_675748710089940992
675819763105439744,3304188603,2015-12-12,3_675753438765056000
675819746969825280,430019058,2015-12-12,3_675770699550695424
675819741676572673,62251786,2015-12-12,3_675801154215936002
675819736492408832,2723172332,2015-12-12,3_675818493669838848
675819732520583170,1456140842,2015-12-12,3_675748710089940992
675819720252252160,238588662,2015-12-12,3_675797901692551168
675819702896205824,1310420138,2015-12-12,3_675658896653045764
675819688753000448,2679973490,2015-12-12,3_675757087343951873
675819684529373184,14245757,2015-12-12,3_675819326260117504
675819682046328834,291355192,2015-12-12,3_675818493669838848
675819664526721025,4228777692,2015-12-12,3_675775268418674688
675819652858183680,116302305,2015-12-12,3_675818493669838848
675819645354573824,92422816,2015-12-12,3_675753438765056000
675819645190844417,398356419,2015-12-12,3_675744611286020096
675819628241821696,461934366,2015-12-12,3_675753438765056000
675819623971954689,786625296,2015-12-12,3_675819623833563136
675819619525988352,116302305,2015-12-12,3_675818493669838848
675819608398516224,20847665,2015-12-12,3_675750562487472128
675819591436759040,72775273,2015-12-12,3_675813573877198849
675819587292663809,3984516674,2015-12-12,3_675744826000859136
675819571694161920,270043293,2015-12-12,3_675751000737759232
675819543059632130,2821274061,2015-12-12,3_675655200556892160
675819542698983424,16173751,2015-12-12,3_675818493669838848
675819534750629888,3447895333,2015-12-12,3_675815326743789569
675819526580264961,2821274061,2015-12-12,3_675753438765056000
675819506384654337,323183582,2015-12-12,3_675741097486917633
675819497836670976,561310857,2015-12-12,3_675749717410713600
675819458347298816,48136876,2015-12-12,3_675813573877198849
675819455218212864,422602255,2015-12-12,3_675750562487472128
675819438260621312,485569909,2015-12-12,3_675744826000859136
675819423232614400,600136789,2015-12-12,3_672093011430531073
675819406027579393,800420600,2015-12-12,3_675744826000859136
675819393306116096,775831849,2015-12-12,3_675818493669838848
675819373286723584,1859587704,2015-12-12,3_675750562487472128
