author_id	Type	Lang	Stance
3459051	Advocacy actors	en	For
365944742	Advocacy actors	pl	For
4012161	Advocacy actors	en	For
1404468916970209280	Business actors	en	Unclear
4504667477	Business actors	en	For
219411441	Private individuals	en	For
7215512	Journalistic actors	en	Unclear
517603913	Advocacy actors	en	Unclear
143536795	Private individuals	pt	Unclear
790767518507995137	Advocacy actors	es	For
75562656	Business actors	en	Unclear
47849164	Business actors	en	Unclear
2260128516	Business actors	en	Unclear
14372104	Business actors	en	For
73800371	Private individuals	en	Unclear
1457073402301267968	Advocacy actors	en	For
2787688669	Advocacy actors	en	For
26471523	Advocacy actors	en	For
594085864	Unclear	N/A	Unclear
1252056096	Unclear	N/A	Unclear
214002944	Advocacy actors	es	For
1038045028646629376	Business actors	fr	For
4289015542	Political actors	en	Unclear
2260713624	Political actors	en	For
2491545752	Advocacy actors	en	For
731205199155597313	Private individuals	en	For
615948765	Political actors	en	Unclear
21389328	Private individuals	en	For
2855717202	Business actors	en	For
89134471	Advocacy actors	en	For
40626159	Journalistic actors	en	Unclear
1170159904969154560	Scientific actors	en	Unclear
575660051		en	Unclear
24677397	Journalistic actors	en	For
303914963	Unclear	N/A	Unclear
4551404241	Unclear	N/A	Unclear
1901628055	Business actors	en	For
776146728512843776	Private individuals	fr	Unclear
2876241370	Business actors	en	Unclear
1715151974	Advocacy actors	en	For
488090653	Business actors	fr	Unclear
76326683	Private individuals	fr	For
400334965	Journalistic actors	N/A	Unclear
3386718903	Advocacy actors	en	Unclear
2304820261	Political actors	en	Unclear
232105724	Advocacy actors	en	For
233871880	Advocacy actors	es	For
1121714821504929792	Unclear	en	Unclear
723971917514964992	Journalistic actors	pt	For
1436827991603044353		pt	Unclear
19386622	Political actors	en	Unclear
74827899	Scientific actors	en	Unclear
636935916	Journalistic actors	es	Unclear
141584822	Journalistic actors	en	Unclear
933983551	Advocacy actors	en	For
64645393	Advocacy actors	en	For
1343645053	Advocacy actors	en	For
507370446	Scientific actors	en	For
2883938465	Business actors	es	Unclear
3373759653	Scientific actors	en	For
584162442	Political actors	en	For
404694683	Political actors	en	For
52296815	Political actors	en	For
424165502	Political actors	es	For
1548953197	Advocacy actors	fr	For
90636107	Journalistic actors	fr	For
3288510261	Scientific actors	en	For
40065170	Scientific actors	fr	Unclear
1384643276	Business actors	fr	For
126599169	Advocacy actors	en	For
150800182	Business actors	en	Unclear
2584158559	Advocacy actors	en	For
254235974	Business actors	en	Unclear
793943367151472640	Advocacy actors	fr	For
3673828275	Advocacy actors	en	Unclear
568369689	Advocacy actors	en	For
200090056	Advocacy actors	en	Unclear
2792425646	Unclear	en	Unclear
2841911627	Advocacy actors	en	Unclear
39719681	Scientific actors	en	For
1482297464	Business actors	en	For
776436314950336512	Advocacy actors	en	For
3747426616	Business actors	pl	Unclear
2589125882	Advocacy actors	en	For
612814722	Journalistic actors	tr	For
79298901	Business actors	es	Unclear
1230882261546958849	Business actors	en	Unclear
624447104	Political actors	en	For
350869622	Advocacy actors	en	Unclear
3606504676	Political actors	en	Unclear
95981793	Advocacy actors	en	For
309767215	Journalistic actors	es	Unclear
516522890	Advocacy actors	en	Unclear
1311104403143905280		en	
1377538237690953729	Business actors	en	Unclear
3068193015	Journalistic actors	es	Unclear
603884167	Journalistic actors	es	Unclear
114920040	Journalistic actors	fr	Unclear
36114903	Journalistic actors	es	Unclear
72516079	Journalistic actors	fr	Unclear
204945530	Journalistic actors	fr	For
4807912517	Journalistic actors	de	Unclear
511395850	Advocacy actors	en	Unclear
256054493	Political actors	es	Unclear
854801445576691713	Political actors	en	For
66998204	Business actors	en	Unclear
3368849687	Journalistic actors	en	Unclear
24969154	Advocacy actors	es	For
106509766	Advocacy actors	es	For
17650854	Journalistic actors	en	Unclear
18509466	Business actors	en	Unclear
754072154375753729	Advocacy actors	en	For
122392913	Business actors	en	Unclear
255676193	Business actors	es	Unclear
84679163	Political actors	en	Unclear
94105842	Advocacy actors	en	Unclear
1678561616	Advocacy actors	en	Unclear
36924745	Business actors	en	Unclear
226281344	Advocacy actors	en	Unclear
313876345	Advocacy actors	en	Unclear
4114747049	Advocacy actors	en	For
1064549856742641666	Advocacy actors	en	For
1285939670032027648	Journalistic actors	en	Unclear
2785280481	Advocacy actors	en	For
209143649	Advocacy actors	en	Unclear
192942213	Political actors	en	For
297289528	Political actors	en	Unclear
55223975	Advocacy actors	fr	Unclear
430716517	Advocacy actors	en	Unclear
522157793	Political actors	en	For
179149133	Scientific actors	fr	For
1926360631	Business actors	en	For
3081648520	Advocacy actors	en	For
2721977241	Advocacy actors	es	For
19900932	Private individuals	en	Unclear
2574142189	Business actors	en	Unclear
2823437149	Advocacy actors	en	Unclear
2994182422	Business actors	en	For
56967586	Advocacy actors	en	Unclear
2177764470	Business actors	ca	Unclear
1149833992381915138	Advocacy actors	es	For
340396286	Advocacy actors	it	For
1412056460	Business actors	it	Unclear
4210736321	Unclear	N/A	Unclear
54903471	Advocacy actors	en	Unclear
23638544	Advocacy actors	en	For
47592929	Advocacy actors	en	For
57236544	Advocacy actors	en	For
377407811	Journalistic actors	en	Unclear
14245324	Private individuals	en	Unclear
3016858651	Private individuals	en	Unclear
49760807	Business actors	en	For
15221598	Private individuals	en	For
1698752220	Journalistic actors	fr	Unclear
14588121	Business actors	en	For
200818199	Private individuals	en	Unclear
3914841495	Journalistic actors	fr	Unclear
2555553368	Private individuals	en	Unclear
2637132063	Scientific actors	en	For
897617380536442881	Advocacy actors	en	For
394543843	Private individuals	fr	For
897045456840273921	Business actors	en	Unclear
15066876	Private individuals	en	For
1433456161	Private individuals	en	For
1370626844	Political actors	en	For
776035327874043904	Scientific actors	en	For
996486209055657984	Journalistic actors	en	Unclear
2792589217	Political actors	en	For
1439691238089842696		de	
3759238042	Private individuals	en	Unclear
30644410	Journalistic actors	en	For
2372547126	Political actors	en	For
172081908	Private individuals	en	For
154497175	Business actors	en	Unclear
49716745	Advocacy actors	es	For
302039567	Political actors	en	For
4241852727	Unclear	N/A	Unclear
1620704318	Advocacy actors	en	For
18494161	Business actors	en	For
246201362	Journalistic actors	es	For
52818430	Business actors	en	Unclear
39020545	Scientific actors	en	Unclear
886773715244941314	Scientific actors	en	For
69060709	Political actors	es	For
2839591813	Advocacy actors	en	For
120108379	Advocacy actors	en	For
2625963400	Business actors	en	For
4242024634	Unclear	N/A	Unclear
1494074000007389193	Advocacy actors	en	Unclear
3911870127	Private individuals	en	Unclear
4209573016	Unclear	N/A	Unclear
139454593	Private individuals	fr	For
1014921786679529472	Journalistic actors	tr	Unclear
69058391	Private individuals	en	Unclear
736150176	Business actors	en	For
43932737	Political actors	en	Unclear
51161485	Journalistic actors	en	For
17152502	Advocacy actors	de	For
3226889942	Business actors	en	Unclear
1202474263049052160	Advocacy actors	en	For
1272890800305815554	Advocacy actors	en	For
22537480	Business actors	en	Unclear
2353202906	Advocacy actors	en	For
2989211223	Political actors	en	Unclear
281999519	Political actors	id	Unclear
491941253	Advocacy actors	id	For
24290265	Political actors	en	Unclear
1360985783499444228	Private individuals	en	Unclear
398346107	Advocacy actors	en	For
911551529605353472	Other	en	Unclear
2820262990	Business actors	en	Unclear
260771406	Business actors	de	Unclear
865651126460235776	Scientific actors	en	For
2203870008	Advocacy actors	en	Unclear
581019119	Advocacy actors	en	For
854630882958815233	Advocacy actors	de	For
2885452702	Journalistic actors	de	For
232579939	Advocacy actors	de	For
1040227145228935169	Private individuals	en	For
967522800	Advocacy actors	en	For
385357737	Business actors	en	Unclear
3043099492	Advocacy actors	en	Unclear
407874873	Private individuals	en	For
2826526470	Journalistic actors	en	Unclear
404093923	Journalistic actors	fr	Unclear
323867906	Business actors	fr	Unclear
1271852322	Journalistic actors	fr	Unclear
1283588581	Business actors	fr	Unclear
590842724	Unclear	N/A	Unclear
4010844315	Unclear	N/A	Unclear
307891015	Advocacy actors	es	For
104227735	Political actors	en	Unclear
709438323165687808	Political actors	fr	Unclear
58417540	Political actors	es	Unclear
818401857957744640	Business actors	fr	For
112694236	Journalistic actors	es	Unclear
2867213249	Advocacy actors	es	For
3222731	Unclear	es	Unclear
137253079	Journalistic actors	fr	Unclear
15692923	Advocacy actors	en	For
2554581523	Private individuals	N/A	Unclear
280553180	Political actors	es	For
146445088	Unclear	N/A	Unclear
629566265	Unclear	N/A	Unclear
2965129341	Advocacy actors	en	For
272138478	Advocacy actors	en	For
80876593	Journalistic actors	en	For
85362553	Journalistic actors	fr	Unclear
49678509	Journalistic actors	fr	Unclear
292142817	Journalistic actors	fr	For
3897922834	Business actors	en	Unclear
266536317	Journalistic actors	fr	For
2842319264	Unclear	N/A	Unclear
1412510929900670979	Unclear	N/A	Unclear
1010998194	Journalistic actors	fr	Unclear
775072755335041028	Advocacy actors	en	Unclear
105168341	Political actors	en	Unclear
2344022562	Journalistic actors	fr	Unclear
1062091207126515714	Political actors	es	For
1337420683	Unclear	N/A	Unclear
3864947368	Business actors	fr	For
181912222	Journalistic actors	en	For
2522344603	Journalistic actors	en	For
1002485143	Business actors	fr	For
2196114618	Business actors	fr	Unclear
1405801078470369286	Unclear	en	Unclear
763804368416235520	Journalistic actors	fr	For
47111336	Scientific actors	en	Unclear
2252633844	Business actors	es	For
1124022135335325696	Advocacy actors	en	For
1004339888995610624	Private individuals	en	For
248586885	Private individuals	fr	Unclear
4242819315	Unclear	N/A	Unclear
166189600	Private individuals	fr	Unclear
1060938356824162305	Journalistic actors	fr	Unclear
275708863	Advocacy actors	en	For
26207020	Advocacy actors	fr	For
4209878673	Unclear	N/A	Unclear
35683536	Political actors	en	Unclear
1401251521820516354	Advocacy actors	en	For
95949432	Journalistic actors	en	For
3954260548	Advocacy actors	en	For
69238668	Advocacy actors	it	For
1475139648	Advocacy actors	en	For
82518735	Scientific actors	es	For
85166923	Unclear	N/A	Unclear
2801803404	Business actors	en	Unclear
607544349	Private individuals	en	Unclear
3995548521	Unclear	N/A	Unclear
404175902	Business actors	fr	Unclear
4227414033	Unclear	N/A	Unclear
42185553	Scientific actors	en	Unclear
2800221800	Private individuals	so	Unclear
1271207302406823938	Political actors	en	For
4226224349	Unclear	N/A	Unclear
3912092614	Unclear	fr	Unclear
1213422855578214400	Private individuals	fr	Unclear
3937983196	Unclear	N/A	Unclear
984702584580489216	Advocacy actors	en	For
20929573	Advocacy actors	en	For
1758106824	Advocacy actors	id	Unclear
1517489832	Private individuals	fr	Unclear
4085792243	Private individuals	fr	Unclear
1531530068	Business actors	es	Unclear
4210714625	Unclear	N/A	Unclear
498344032	Advocacy actors	pl	For
246494521	Journalistic actors	es	For
1133471568	Scientific actors	en	For
217492779	Advocacy actors	es	For
328127053	Business actors	en	Unclear
3115576851	Unclear	N/A	Unclear
216032810	Scientific actors	en	For
1378191355	Scientific actors	es	For
2535581429	Political actors	fr	Unclear
183326830	Advocacy actors	es	For
765575112364068864	Unclear	N/A	Unclear
843591272	Private individuals	en	Unclear
1472134729	Private individuals	fr	For
4296271212	Business actors	en	For
1424610506	Scientific actors	en	For
786533743091560448	Business actors	fr	For
35644702	Scientific actors	en	Unclear
2976165712	Scientific actors	en	Unclear
741290539782283266	Journalistic actors	en	Unclear
949232324	Business actors	fr	For
95695246	Advocacy actors	en	For
4242848799	Unclear	N/A	Unclear
80122680	Private individuals	fr	For
4273911741	Unclear	N/A	Unclear
4210718325	Unclear	N/A	Unclear
833651311933583360	Advocacy actors	en	For
34042766	Business actors	en	Unclear
195766658	Unclear	N/A	Unclear
3246367047	Advocacy actors	fr	For
41360559	Journalistic actors	fr	Unclear
4264551802	Journalistic actors	N/A	Unclear
2785183042	Advocacy actors	en	For
20380049	Journalistic actors	en	For
976985912	Advocacy actors	en	For
88047464	Private individuals	fr	Unclear
284607814	Journalistic actors	ar	Unclear
727193384918589440	Scientific actors	en	For
2804282989	Advocacy actors	fr	Unclear
458702681	Political actors	en	For
943507308	Business actors	en	Unclear
431421278	Private individuals	en	For
780423939239645184	Other	en	Unclear
307304341	Business actors	en	Unclear
4708331511	Political actors	pl	Unclear
789755271295926272	Unclear	N/A	Unclear
1682086976	Journalistic actors	en	For
151199395	Private individuals	en	For
844487503872774145	Private individuals	en	For
309919731	Unclear	N/A	Unclear
330210469	Journalistic actors	fr	For
1198461969633808384	Business actors	en	Unclear
18800370	Business actors	en	For
1540034828	Journalistic actors	pt	Unclear
2438273430	Private individuals	en	Unclear
15088481	Advocacy actors	en	For
350879619	Unclear	N/A	Unclear
248974198	Private individuals	en	For
131273553	Political actors	es	Unclear
266200356	Political actors	fr	Unclear
822984456	Political actors	fr	Unclear
368980703	Political actors	fr	Unclear
498970290	Political actors	es	Unclear
282768438	Political actors	es	Unclear
280425258	Political actors	es	Unclear
522128259	Political actors	es	Unclear
148375390	Political actors	en	Unclear
195770718	Political actors	N/A	Unclear
142687761	Political actors	es	Unclear
193003734	Political actors	N/A	Unclear
249616596	Political actors	es	Unclear
2227924555	Political actors	pl	Unclear
953595684929921024	Political actors	pl	Unclear
509850346	Political actors	en	Unclear
2557341768	Political actors	en	Unclear
1850969846	Political actors	en	Unclear
49935212	Private individuals	en	Unclear
120129480	Journalistic actors	es	For
157070199	Private individuals	es	Unclear
46394389	Advocacy actors	de	Unclear
119521385	Advocacy actors	en	For
41403966	Private individuals	en	Unclear
68367780	Journalistic actors	fr	For
350579415	Advocacy actors	es	For
429112432	Private individuals	en	Unclear
1081253382	Private individuals	ar	Unclear
1490758371137536000	Private individuals	en	Unclear
4242792783	Unclear	N/A	Unclear
1587762771822796801	Unclear	N/A	Unclear
936642191946145793	Other	en	Unclear
155206376	Private individuals	en	For
7489012	to-do	en	Unclear
1664893472	Advocacy actors	en	For
1120297398876680194	Private individuals	es	Unclear
128334973	Business actors	en	Unclear
121824642	Advocacy actors	en	Unclear
704740631550291970	Advocacy actors	es	For
3329087261	Unclear	N/A	Unclear
40955185	Advocacy actors	en	For
59155308	Business actors	en	Unclear
832332705459224576	Journalistic actors	en	Unclear
2798447413	Political actors	es	Unclear
215667575	Private individuals	en	For
428844272	Private individuals	en	For
1465882979402661893	Journalistic actors	es	Unclear
119844526	Political actors	es	Unclear
372549368	Unclear	N/A	Unclear
2490047122	Private individuals	es	Unclear
86943315	Business actors	es	For
72013096	Political actors	en	Unclear
3290638726	Political actors	en	For
16596200	Political actors	en	For
2356648265	Advocacy actors	en	For
4143540400	Private individuals	fr	For
481412450	Private individuals	en	For
61736345	Advocacy actors	en	Unclear
259325103	Political actors	fr	Unclear
38689870	Advocacy actors	en	Unclear
15862891	Journalistic actors	en	For
898293788728274944	Scientific actors	en	For
926049255755788288	Advocacy actors	en	For
177095457	Business actors	es	For
20238626	Advocacy actors	no	For
1015178006954848257	Advocacy actors	en	For
89409319	Business actors	en	Unclear
2171088477	Private individuals	en	Unclear
753653099714129920	Political actors	en	Unclear
1978540332	Private individuals	fr	Unclear
4210111036	Unclear	N/A	Unclear
37034483	Journalistic actors	en	Unclear
3948950302	Unclear	N/A	Unclear
60908954	Political actors	en	For
2784228956	Advocacy actors	en	For
1196558509	Advocacy actors	en	For
1876367312	Advocacy actors	en	For
2737015671	Journalistic actors	en	Unclear
446879290	Journalistic actors	ar	Unclear
3534222021	Journalistic actors	en	Unclear
912745614823317504	Journalistic actors	es	Unclear
3857765567	Business actors	es	For
4226468481	Unclear	N/A	Unclear
24641306	Advocacy actors	en	For
27114901	Scientific actors	en	For
801936866	Advocacy actors	en	For
15332989	Scientific actors	en	For
845937366506389504	Private individuals	fr	Unclear
4227326283	Unclear	N/A	Unclear
4675310772	Political actors	en	For
263246364	Advocacy actors	en	For
1507692826846707715	Private individuals	en	Unclear
389548615	Private individuals	en	For
424484966	Journalistic actors	en	Unclear
4210618431	Unclear	N/A	Unclear
52142763	Advocacy actors	en	For
18114111	Advocacy actors	en	For
129804428	Political actors	en	Unclear
1565093473853767680	Private individuals	ar	Unclear
3305796659	Advocacy actors	en	For
68352710	Political actors	en	Unclear
845206152615002112	Political actors	en	Unclear
3062433286	Advocacy actors	fr	For
2348878033	Journalistic actors	es	Unclear
44145131	Journalistic actors	es	Unclear
408333245	Advocacy actors	en	For
97423617	Advocacy actors	en	For
260804780		fr	For
75554995	Journalistic actors	fr	For
1498849380	Journalistic actors	fr	Unclear
313180874	Advocacy actors	en	For
2564846623	Advocacy actors	en	For
130236559	Advocacy actors	en	For
217071937	Business actors	en	Unclear
183642459	Advocacy actors	es	For
2821274061	Advocacy actors	en	For
135204312	Advocacy actors	es	For
1462582188	Business actors	en	Unclear
114461276	Advocacy actors	ca	For
2597650831	Advocacy actors	en	For
912412599186100224	Advocacy actors	en	For
84617373	Advocacy actors	en	For
423285153	Business actors	en	Unclear
631766294	Political actors	es	Unclear
718386886172110848	Journalistic actors	it	Unclear
1366669496245571584	Political actors	ar	Unclear
28830376	Political actors	en	Unclear
188847758	Advocacy actors	en	For
107597504	Advocacy actors	en	Unclear
2582629795	Journalistic actors	es	Unclear
869131870675623937	Political actors	en	Unclear
358308840	Private individuals	pl	Unclear
121460104	Private individuals	fr	Unclear
166566887	Business actors	ar	Unclear
19087563	Advocacy actors	en	Unclear
574382866	Advocacy actors	en	For
465184873	Advocacy actors	es	For
1412154392166420488	Business actors	en	Unclear
2992138403	Political actors	es	Unclear
2992139217	Political actors	fr	Unclear
240447091	Political actors	es	Unclear
240390424	Political actors	fr	Unclear
1269943150606508032	Political actors	fr	Unclear
67690947	Political actors	fr	Unclear
2222178930	Journalistic actors	en	Unclear
2783708485	Private individuals	en	Against
42358396	Private individuals	fi	Unclear
180748385	Advocacy actors	en	Unclear
1098150384554651648	Political actors	es	Unclear
2722148671	Political actors	en	Unclear
3329706867	Political actors	es	Unclear
3329832694	Political actors	fr	Unclear
258856294	Advocacy actors	es	For
268429621	Advocacy actors	en	For
3307267886	Advocacy actors	en	For
841628720137981956	Advocacy actors	en	For
2410531753	Advocacy actors	en	For
916303836020649984	Private individuals	en	For
15480982	Advocacy actors	fr	For
723707190532411393	Advocacy actors	en	Unclear
460860631	Advocacy actors	es	For
11695472	Advocacy actors	en	For
1116059487578853376	Political actors	en	Unclear
52119056	Private individuals	en	For
14250027	Private individuals	en	Unclear
1542047438	Advocacy actors	en	For
498700046	Advocacy actors	en	For
73220515	Business actors	es	For
107405774	Business actors	es	For
1056976567644143616	Advocacy actors	es	For
1949048196	Advocacy actors	en	Unclear
71016845	Political actors	fr	Unclear
3910893854	Journalistic actors	en	For
122263336	Other	es	Unclear
922576411424108544	Advocacy actors	fr	Unclear
2540683806	Business actors	en	Unclear
229114172	Private individuals	en	For
2850894079	Advocacy actors	en	For
4264392573	Unclear	N/A	Unclear
214842351	Political actors	en	For
17006804	Journalistic actors	en	For
4227348069	Unclear	N/A	Unclear
825007268	Journalistic actors	pl	For
986956174301032449	Journalistic actors	en	For
392736698	Advocacy actors	en	For
897486768	Private individuals	fr	Unclear
1397879689977516033		en	Unclear
2886909616	Advocacy actors	en	Unclear
1318044298093432832	Business actors	en	For
153515520	Advocacy actors	en	For
1337876484564766720	Private individuals	es	Unclear
741634147849011200	Journalistic actors	en	For
1443629296237486115	Advocacy actors	en	For
72309286	Business actors	en	Unclear
2608740770	Private individuals	en	Unclear
76591376	Political actors	en	Unclear
3117916985	Advocacy actors	en	For
12729672	Advocacy actors	en	For
2858436910	Private individuals	en	Unclear
1054706622642249728	Journalistic actors	en	For
4332430936	Private individuals	en	Unclear
4209930574	Unclear	N/A	Unclear
4190266593	Business actors	en	Unclear
237519969	Private individuals	en	For
82355306	Advocacy actors	en	For
3336337786	Advocacy actors	en	Unclear
976044845470011393	Other	en	Unclear
212041664	Private individuals	en	Unclear
1403785571655426049	Advocacy actors	en	For
234819453	Advocacy actors	en	For
1543237478	Business actors	en	Unclear
793673772	Advocacy actors	es	For
587818063	Political actors	en	Unclear
352449761	Political actors	es	Unclear
574865787	Political actors	es	Unclear
4141468840	Unclear	N/A	Unclear
2722185202	Political actors	es	Unclear
3146625050	Advocacy actors	en	For
254060179	Political actors	en	For
2374111219	Advocacy actors	en	Unclear
179931221	Other	en	Unclear
2389161066	Other	de	Unclear
3081540778	Business actors	pl	Unclear
2151392973	Unclear	N/A	Unclear
2313604128	Private individuals	fr	Unclear
4227188435	Unclear	N/A	Unclear
3171239508	Advocacy actors	en	For
1201095989249167360	Advocacy actors	en	For
1027202525739540481	Political actors	en	For
2207156610	Advocacy actors	en	For
58766805	Political actors	en	For
123174284	Private individuals	en	Unclear
3881648534	Private individuals	nl	Unclear
1365460075	Advocacy actors	en	For
710143031744335872	Business actors	de	For
3995707311	Political actors	es	For
1853773886	Political actors	es	Unclear
959993766	Political actors	fr	Unclear
46671396	Advocacy actors	en	For
2836961234	Business actors	en	Unclear
934009284	Unclear	it	Unclear
847069094264410112	Advocacy actors	en	For
878828414	Scientific actors	en	Unclear
40056514	Political actors	fr	Unclear
1233756194	Advocacy actors	sv	For
4273745955	Unclear	N/A	Unclear
2993007933	Advocacy actors	en	For
1476593672	Private individuals	en	For
1449732254	Journalistic actors	fr	Unclear
14181214	Journalistic actors	en	Unclear
113791413	Business actors	fr	Unclear
30697822	Journalistic actors	es	Unclear
110685556	Journalistic actors	en	Unclear
31414330	Journalistic actors	es	Unclear
126255908	Journalistic actors	pl	Unclear
940933520855392257	Journalistic actors	es	Unclear
210501383	Journalistic actors	it	Unclear
1138157633062473729	Advocacy actors	en	For
14786217	Advocacy actors	en	For
117708713	Private individuals	en	For
1438897638561177605	Unclear	N/A	Unclear
1005422441492082688	Political actors	en	Unclear
330826792	Journalistic actors	en	Unclear
2594262687	Other	en	Unclear
960553059339259904	Unclear	N/A	Unclear
301336546	Advocacy actors	en	Unclear
3018960919	Journalistic actors	en	Unclear
3252421048	Political actors	es	Unclear
1601822730	Journalistic actors	ca	Unclear
3340170124	Political actors	es	For
163906947	Advocacy actors	en	For
1172482290385117184	Advocacy actors	en	For
40848062	Political actors	fr	Unclear
588144925	Political actors	en	For
4210691261	Unclear	N/A	Unclear
3168316102	Business actors	en	Unclear
385570110	Business actors	en	For
380202490	Advocacy actors	en	For
829651621529403392	Advocacy actors	en	For
915567255316058112	Scientific actors	en	Unclear
2573589540	Journalistic actors	fr	Unclear
398782760	Journalistic actors	es	Unclear
1652541	Journalistic actors	en	Unclear
15954704	Journalistic actors	en	Unclear
201867844	Journalistic actors	es	Unclear
249584626	Advocacy actors	en	For
377463407	Advocacy actors	en	For
4242379762	Unclear	N/A	Unclear
481875592	Advocacy actors	es	For
3996658821	Advocacy actors	de	For
27911608	Business actors	en	Unclear
1177314884138229760	Business actors	en	Unclear
3063529148	Journalistic actors	en	For
2317168669	Unclear	en	For
115902452	Advocacy actors	en	For
38418472	Advocacy actors	en	For
50113171	Private individuals	en	For
120073332	Private individuals	es	For
117634822	Private individuals	es	Unclear
224741510	Journalistic actors	es	For
813816978	Private individuals	en	For
15268888	Private individuals	en	For
15300222	Scientific actors	en	For
308502351	Advocacy actors	en	For
2855009189	Journalistic actors	es	Unclear
39321874	Journalistic actors	es	Unclear
1444650845203800083	Advocacy actors	en	For
1146839168460492801	Advocacy actors	en	Unclear
394292288	Private individuals	en	Unclear
1118881013273436160	Journalistic actors	en	Unclear
2785759100	Business actors	en	For
74725264	Scientific actors	en	For
576283039	Private individuals	fr	For
821029165	Business actors	es	Unclear
69232915	Private individuals	en	For
721408764268670977	Business actors	en	Unclear
3403177689	Private individuals	fr	For
155281285	Private individuals	en	Unclear
1150725536	Political actors	en	Unclear
1478140451093897217	Unclear	N/A	Unclear
771484160653266944	Journalistic actors	en	Unclear
2595956492	Business actors	fr	For
14995404	Advocacy actors	en	For
2380746024	Advocacy actors	es	For
311980389	Journalistic actors	en	For
215358430	Unclear	N/A	Unclear
56379371	Private individuals	en	For
3908996909	Private individuals	en	For
1333830140917288960	Private individuals	en	For
114603327	Advocacy actors	es	Unclear
295022654	Private individuals	en	Unclear
1584388433560190977	Unclear	ar	Unclear
1011036600	Advocacy actors	es	For
1092273055	Business actors	de	Unclear
328984718	Business actors	en	Unclear
2765959278	Advocacy actors	en	For
418618795	Business actors	en	Unclear
176749652	Political actors	en	Unclear
1404156642292289536	Bots	en	For
806977457567846400	Scientific actors	en	For
29961662	Political actors	en	Unclear
19239595	Business actors	en	Unclear
105093751	Advocacy actors	en	For
721394198147121152	Advocacy actors	en	For
1039985036	Journalistic actors	en	Unclear
972825800650215424	Political actors	en	For
2912554347	Private individuals	en	For
54555881	Scientific actors	en	For
4815506159	Advocacy actors	en	Unclear
486513963	Advocacy actors	es	Unclear
217142397	Political actors	es	Unclear
69032746	Political actors	fr	Unclear
221041703	Advocacy actors	en	For
63135089	Advocacy actors	en	For
3222152657	Private individuals	es	Unclear
72301696	Political actors	es	Unclear
418660662	Political actors	es	Unclear
2902545046	Political actors	es	Unclear
2749136474	Political actors	es	Unclear
29655554	Journalistic actors	en	For
988170011436027905	Advocacy actors	en	For
3382476081	Advocacy actors	es	For
293715722	Advocacy actors	en	For
1088478896184545280	Private individuals	es	Unclear
795262295790059521	Advocacy actors	en	For
794561053543829505	Unclear	fr	Unclear
2469304064	Advocacy actors	en	Unclear
757277563878305793	Private individuals	en	Unclear
390087456	Advocacy actors	es	Unclear
1215075229212520448	Private individuals	en	Unclear
1116070844588077057	Private individuals	fi	Unclear
559727682	Scientific actors	en	Unclear
42616109	Scientific actors	en	Unclear
627358296	Private individuals	en	Unclear
526871737	Journalistic actors	en	Unclear
614309485	Journalistic actors	fr	Unclear
16204520	Private individuals	en	Unclear
120096860	Advocacy actors	en	Unclear
4296150328	Advocacy actors	en	For
7587032	Journalistic actors	en	Unclear
1298594508444250112	Bots	en	Unclear
581885870	Advocacy actors	en	For
102634281	Advocacy actors	en	For
478448085	Advocacy actors	fr	For
1197975109912449026	Private individuals	en	Unclear
52129399	Advocacy actors	en	For
2603080159	Unclear	N/A	Unclear
500629760	Advocacy actors	en	For
1287795907468165120	Political actors	de	For
1532784048233402369	Advocacy actors	en	For
1068519909393481732	Advocacy actors	en	For
127924639	Political actors	en	Unclear
95275969	Business actors	en	For
2775155944	Political actors	en	Unclear
282866169	Political actors	en	Unclear
1269754130	Business actors	en	For
487430439	Business actors	en	For
121156279	Advocacy actors	en	For
247262571	Political actors	de	Unclear
95929842	Private individuals	en	Unclear
18620370	Private individuals	en	Unclear
2288722206	Business actors	en	Unclear
2891115389	Private individuals	en	Unclear
1018275578	Business actors	en	For
21150492	Private individuals	en	Against
344264745	Private individuals	en	Unclear
2305007372	Advocacy actors	de	For
2348668790	Advocacy actors	en	For
52745772	Business actors	en	For
1072436633423749120	Advocacy actors	en	For
373149557	Private individuals	en	Unclear
2415709159	Journalistic actors	en	For
3584633117	Advocacy actors	en	For
314125926	Advocacy actors	en	For
3965031134	Advocacy actors	en	For
1166444989791948800	Business actors	en	For
17031634	Business actors	en	For
4894998057	Advocacy actors	en	For
104157210	Advocacy actors	en	Unclear
75742264	Private individuals	en	For
109275078	Journalistic actors	en	For
2989893645	Private individuals	en	Unclear
1011983399454674944	Advocacy actors	pl	For
3955066875	Unclear	N/A	Unclear
792101335944589313	Advocacy actors	fr	Unclear
117675584	Private individuals	nl	Unclear
343434163	Journalistic actors	en	For
247637778	Private individuals	fr	For
186303421	Unclear	N/A	Unclear
3269430409	Journalistic actors	en	Unclear
3929825535	Unclear	N/A	Unclear
14683800	Advocacy actors	en	For
3225196095	Unclear	N/A	Unclear
709137760230252544	Business actors	es	Unclear
3129768538	Journalistic actors	es	Unclear
296005306	Journalistic actors	en	Unclear
45013575	Journalistic actors	es	Unclear
84024445	Journalistic actors	fr	Unclear
773656300836286464	Private individuals	en	For
125592597	Scientific actors	en	For
32469366	Advocacy actors	da	Unclear
1365269072598941698	Private individuals	en	Unclear
160734060	Political actors	el	For
28415778	Unclear	en	Unclear
